EmployeeID,HireDate,Gender,Age,Department,JobRole,Education,YearsExperience,Salary,Location
1129,2018-11-06,Female,61,Sales,Sales Executive,Master,20,66109.23,San Francisco
1130,2017-11-06,Female,38,Sales,Manager,Bachelor,36,84607.99,Seattle
1131,2019-04-26,Male,34,Sales,Engineer,High School,16,47657.37,San Francisco
1132,2021-05-23,Non-binary,45,Marketing,Support Agent,Bachelor,0,104711.84,New York
1133,2018-06-26,Female,22,HR,Support Agent,Master,2,38223.7,Seattle
1134,2015-05-03,Female,50,Marketing,HR Specialist,Bachelor,18,90134.92,San Francisco
1135,2017-03-07,Female,38,Marketing,HR Specialist,Bachelor,10,121153.71,Seattle
1136,2016-03-17,Non-binary,27,Marketing,Manager,PhD,31,48531.55,San Francisco
1137,2015-07-14,Male,28,Engineering,Analyst,PhD,18,127601.45,Chicago
1138,2015-03-25,Female,27,HR,Analyst,PhD,19,143273.95,Seattle
1139,2021-07-01,Non-binary,56,Engineering,Support Agent,Bachelor,0,43537.86,Seattle
1140,2018-12-26,Male,50,Marketing,Manager,High School,32,91609.7,Boston
1141,2018-09-13,Male,35,Customer Support,HR Specialist,PhD,0,47934.57,Boston
1142,2019-07-14,Male,32,Engineering,Analyst,PhD,25,106258.43,Boston
1143,2022-12-13,Male,58,Customer Support,HR Specialist,Bachelor,3,72249.27,New York
1144,2021-11-09,Female,52,Customer Support,Analyst,Bachelor,7,120153.95,San Francisco
1145,2015-11-01,Non-binary,52,HR,Engineer,Bachelor,29,136618.65,New York
1146,2022-06-14,Non-binary,45,Finance,Engineer,Bachelor,29,133127.73,New York
1147,2017-07-27,Female,41,Marketing,Engineer,PhD,9,145505.42,Austin
1148,2017-09-18,Non-binary,34,Customer Support,HR Specialist,Bachelor,33,96106.37,Austin
1149,2016-12-14,Female,61,Sales,Engineer,Bachelor,35,35058.1,Chicago
1150,2017-08-11,Male,63,Finance,Engineer,Master,38,102688.62,Seattle
1151,2016-11-26,Male,33,Sales,Engineer,Bachelor,20,147338.12,New York
1152,2019-07-19,Female,58,HR,HR Specialist,PhD,33,60047.19,San Francisco
1153,2016-07-29,Non-binary,25,Marketing,Analyst,PhD,13,72705.22,Chicago
1154,2016-04-06,Male,22,Marketing,Support Agent,PhD,20,67733.72,Boston
1155,2021-04-20,Female,37,Engineering,Analyst,High School,33,89550.47,Boston
1156,2018-04-01,Female,31,Customer Support,Sales Executive,Bachelor,18,121832.89,New York
1157,2018-05-30,Non-binary,62,Engineering,Manager,High School,2,141649.62,Austin
1158,2017-09-29,Non-binary,42,Engineering,Manager,High School,10,121863.15,Austin
1159,2017-05-15,Male,32,Customer Support,Analyst,PhD,5,115242.08,New York
1160,2021-03-18,Male,30,Customer Support,HR Specialist,PhD,10,39705.3,Austin
1161,2018-11-25,Female,29,Engineering,HR Specialist,Bachelor,1,127723.19,Seattle
1162,2020-07-30,Non-binary,41,Finance,Sales Executive,Bachelor,11,30490.26,Boston
1163,2021-07-08,Non-binary,25,HR,Engineer,Master,21,133812.49,Seattle
1164,2015-02-16,Non-binary,57,Sales,Support Agent,Bachelor,34,74172.09,Boston
1165,2019-09-17,Non-binary,43,Finance,Manager,Master,24,134630.17,San Francisco
1166,2022-01-08,Non-binary,35,Customer Support,Support Agent,Bachelor,18,34308.76,Austin
1167,2022-05-15,Non-binary,25,Customer Support,Engineer,PhD,5,50739.59,Chicago
1168,2018-09-25,Female,56,HR,Manager,Master,19,125510.6,Austin
1169,2016-03-06,Non-binary,53,Engineering,Sales Executive,PhD,4,138885.67,San Francisco
1170,2015-12-27,Non-binary,37,Marketing,Manager,Bachelor,9,58064.56,Seattle
1171,2019-06-17,Male,31,Finance,Manager,High School,16,135848.06,Austin
1172,2019-03-20,Female,47,HR,Analyst,High School,22,127023.24,Boston
1173,2017-09-09,Male,34,HR,HR Specialist,Bachelor,2,46570.56,Austin
1174,2022-07-03,Non-binary,54,Engineering,Manager,Bachelor,37,65492.83,Chicago
1175,2019-01-15,Male,29,Sales,Manager,Bachelor,3,122491.03,New York
1176,2016-11-25,Male,56,Sales,Manager,Bachelor,1,104060.73,New York
1177,2021-03-11,Female,49,HR,Manager,Master,17,106559.49,Seattle
1178,2016-02-23,Female,40,Finance,HR Specialist,High School,34,67984.2,Austin
1179,2018-04-04,Non-binary,35,Marketing,Manager,Bachelor,15,67041.75,San Francisco
1180,2019-08-18,Male,24,Sales,Analyst,Master,30,129377.38,Chicago
1181,2022-04-23,Female,60,Finance,HR Specialist,High School,37,30798.5,New York
1182,2022-06-06,Female,50,Marketing,Manager,Bachelor,29,51548.41,New York
1183,2022-06-17,Male,52,Customer Support,HR Specialist,High School,36,135459.69,Seattle
1184,2021-06-01,Non-binary,54,Marketing,Manager,PhD,27,132317.23,New York
1185,2017-10-25,Female,59,Sales,HR Specialist,High School,35,123488.59,San Francisco
1186,2017-02-03,Male,35,HR,Analyst,Master,15,145570.01,Austin
1187,2019-04-20,Female,42,Marketing,HR Specialist,PhD,27,149155.08,Austin
1188,2019-06-16,Female,41,Customer Support,HR Specialist,PhD,23,78189.29,Austin
1189,2022-02-15,Non-binary,47,Sales,HR Specialist,Master,18,112827.23,New York
1190,2020-01-23,Non-binary,28,Customer Support,Engineer,Master,25,142944.5,Boston
1191,2019-08-01,Non-binary,43,Marketing,Engineer,High School,34,112158.98,Boston
1192,2019-02-22,Male,62,Sales,Manager,Bachelor,14,147584.66,San Francisco
1193,2022-09-28,Female,41,Sales,Sales Executive,PhD,18,51841.0,Chicago
1194,2022-11-10,Non-binary,52,Customer Support,Support Agent,High School,39,142252.58,Chicago
1195,2020-03-25,Female,39,Sales,Engineer,PhD,18,76257.67,Chicago
1196,2021-05-03,Non-binary,42,HR,Support Agent,Master,19,46719.89,New York
1197,2019-07-22,Non-binary,37,Customer Support,Analyst,Bachelor,39,137586.95,Austin
1198,2020-01-15,Male,34,HR,HR Specialist,Bachelor,29,42548.54,New York
1199,2016-12-14,Female,64,HR,Engineer,Master,27,77942.63,Chicago
1200,2019-02-17,Non-binary,42,Finance,Engineer,Master,22,90116.25,San Francisco
1201,2016-01-09,Male,30,Finance,Analyst,Master,34,99603.28,Seattle
1202,2016-12-15,Male,25,Sales,Engineer,High School,9,89908.42,Chicago
1203,2017-04-07,Non-binary,27,Sales,Support Agent,PhD,2,101654.14,Seattle
1204,2016-08-13,Non-binary,51,Marketing,Engineer,High School,16,35346.16,New York
1205,2020-02-11,Female,24,Sales,Engineer,PhD,9,72829.22,New York
1206,2016-03-12,Male,59,HR,Analyst,PhD,3,32834.38,Seattle
1207,2016-06-19,Female,33,Engineering,Support Agent,PhD,14,116076.44,New York
1208,2021-11-19,Female,52,Customer Support,Manager,Master,17,149576.19,Boston
1209,2022-08-02,Female,47,Sales,Manager,PhD,29,67516.98,San Francisco
1210,2015-12-25,Non-binary,56,Sales,Analyst,Bachelor,19,78263.8,Boston
1211,2017-11-07,Female,26,Sales,Support Agent,Master,15,49256.29,New York
1212,2015-11-09,Non-binary,60,Finance,Support Agent,Bachelor,22,31871.22,New York
1213,2017-06-09,Female,39,Marketing,Manager,Bachelor,9,111138.44,New York
1214,2020-03-15,Female,51,Engineering,Sales Executive,PhD,19,110647.08,New York
1215,2017-01-04,Non-binary,50,Sales,HR Specialist,High School,27,144129.82,Austin
1216,2018-01-21,Female,39,Sales,Analyst,Bachelor,13,98696.84,Austin
1217,2018-08-26,Female,61,HR,Analyst,High School,8,77349.92,Boston
1218,2020-04-06,Non-binary,45,Customer Support,Sales Executive,High School,11,118588.0,Seattle
1219,2018-01-23,Non-binary,37,Finance,Manager,Bachelor,18,124848.74,San Francisco
1220,2019-07-03,Male,48,Marketing,Analyst,Master,4,56792.91,San Francisco
1221,2015-08-28,Male,59,Sales,Analyst,High School,7,106502.33,Seattle
1222,2017-06-24,Male,58,Marketing,Sales Executive,PhD,31,70136.63,New York
1223,2019-05-23,Male,64,Engineering,HR Specialist,High School,23,128579.99,Chicago
1224,2019-10-01,Female,58,HR,HR Specialist,PhD,34,121835.72,New York
1225,2019-01-13,Non-binary,30,Marketing,Engineer,Bachelor,28,49254.5,New York
1226,2022-04-24,Non-binary,63,Engineering,Sales Executive,Master,34,79385.06,San Francisco
1227,2019-12-02,Male,41,Engineering,Analyst,Bachelor,12,45955.51,San Francisco
1228,2022-12-13,Male,51,HR,HR Specialist,PhD,0,143211.12,Seattle
1229,2020-02-12,Male,56,HR,Manager,Master,35,120853.71,San Francisco
1230,2017-12-08,Non-binary,42,Marketing,Engineer,Master,28,61868.29,Boston
1231,2021-11-21,Non-binary,50,Marketing,Analyst,High School,3,110767.18,Austin
1232,2021-10-03,Female,32,Sales,Engineer,Master,9,89163.11,New York
1233,2018-07-03,Male,43,HR,HR Specialist,Master,26,47629.06,Chicago
1234,2019-05-22,Non-binary,55,Finance,Analyst,High School,29,144287.95,Chicago
1235,2017-04-13,Male,58,Engineering,HR Specialist,PhD,14,36781.35,Austin
1236,2015-03-24,Female,41,Sales,Engineer,PhD,21,143247.42,New York
1237,2018-07-01,Male,33,Finance,Manager,Bachelor,30,75005.13,San Francisco
1238,2022-12-25,Female,24,Marketing,Manager,Bachelor,15,110569.03,New York
1239,2015-03-19,Female,53,Sales,HR Specialist,High School,6,99845.86,New York
1240,2019-12-25,Female,22,Sales,Support Agent,High School,22,38896.22,Austin
1241,2018-07-24,Male,50,Marketing,Sales Executive,Bachelor,24,84579.47,Austin
1242,2020-01-28,Female,54,HR,Sales Executive,Bachelor,5,33414.62,Chicago
1243,2019-07-09,Non-binary,38,HR,Support Agent,Master,2,84203.74,Austin
1244,2015-05-21,Female,34,Engineering,Engineer,High School,1,118578.22,Seattle
1245,2016-05-16,Non-binary,40,Engineering,Manager,High School,17,118131.61,Chicago
1246,2022-03-03,Female,54,HR,Manager,High School,4,136724.89,Chicago
1247,2020-01-17,Non-binary,44,HR,Sales Executive,Bachelor,35,104797.04,Boston
1248,2019-06-23,Non-binary,57,HR,Sales Executive,Bachelor,28,146004.0,Seattle
1249,2018-09-02,Male,62,Sales,Analyst,Master,20,127108.09,New York
1250,2015-01-25,Non-binary,26,Customer Support,Analyst,Master,18,40843.32,San Francisco
1251,2017-04-13,Male,62,HR,Sales Executive,PhD,25,31743.0,Seattle
1252,2019-01-25,Non-binary,53,Sales,HR Specialist,Bachelor,19,38321.55,Austin
1253,2020-02-02,Male,50,Marketing,Analyst,High School,19,82079.4,Seattle
1254,2015-05-14,Female,53,HR,Analyst,PhD,3,116710.23,New York
1255,2017-11-27,Male,57,Finance,Support Agent,Master,1,65722.55,Chicago
1256,2018-12-27,Male,55,HR,Support Agent,PhD,38,121630.93,Boston
1257,2017-02-21,Non-binary,63,Marketing,Analyst,PhD,1,88756.05,San Francisco
1258,2022-02-20,Female,24,Finance,Sales Executive,Master,34,87048.47,Boston
1259,2018-03-20,Non-binary,64,HR,HR Specialist,Master,20,117322.42,Austin
1260,2016-11-22,Female,60,Customer Support,Manager,High School,18,117773.47,Seattle
1261,2015-05-17,Non-binary,37,Sales,Manager,Bachelor,4,148653.41,San Francisco
1262,2021-01-20,Female,62,Marketing,Manager,High School,12,67192.68,Austin
1263,2022-03-26,Female,37,Engineering,Support Agent,High School,13,58695.86,Austin
1264,2019-01-29,Female,40,HR,Manager,Master,23,134417.51,New York
1265,2022-07-13,Female,57,Marketing,Analyst,Bachelor,35,62198.19,Seattle
1266,2019-09-10,Female,33,Marketing,Sales Executive,Bachelor,19,128548.43,Boston
1267,2019-12-01,Female,61,Engineering,Analyst,High School,3,54120.47,Chicago
1268,2022-01-19,Male,25,Customer Support,Support Agent,High School,25,147499.25,New York
1269,2018-01-31,Non-binary,32,Engineering,HR Specialist,Bachelor,15,60431.64,New York
1270,2021-12-27,Male,30,Engineering,Support Agent,High School,13,116865.54,Seattle
1271,2017-12-04,Female,38,Engineering,Engineer,PhD,24,100752.73,Austin
1272,2017-10-31,Male,63,Finance,HR Specialist,Bachelor,26,93292.92,San Francisco
1273,2020-12-19,Female,51,Marketing,Support Agent,Bachelor,22,48818.18,Seattle
1274,2021-02-13,Female,27,Finance,Sales Executive,Master,29,147359.46,San Francisco
1275,2021-11-28,Male,32,Engineering,Manager,PhD,24,69716.6,Chicago
1276,2017-10-18,Female,38,Finance,Engineer,PhD,30,73168.36,New York
1277,2016-11-06,Male,42,Sales,Analyst,PhD,0,127669.29,New York
1278,2020-05-27,Non-binary,46,HR,Sales Executive,Bachelor,36,74092.37,Austin
1279,2018-11-06,Non-binary,62,Marketing,Sales Executive,PhD,32,96538.52,San Francisco
1280,2022-12-04,Male,35,Engineering,HR Specialist,Bachelor,35,145778.27,Austin
1281,2019-11-08,Female,64,HR,Sales Executive,PhD,11,129990.62,Boston
1282,2016-08-19,Non-binary,54,Sales,HR Specialist,High School,30,119843.38,Boston
1283,2016-05-23,Female,53,Engineering,Support Agent,PhD,17,141067.19,Chicago
1284,2020-06-10,Non-binary,29,Sales,Sales Executive,High School,2,82030.49,Boston
1285,2016-05-28,Female,24,HR,Manager,Bachelor,12,42079.76,Austin
1286,2020-05-24,Female,46,Finance,Manager,Bachelor,35,74301.94,Chicago
1287,2022-11-20,Male,43,Finance,Sales Executive,High School,33,88354.68,Chicago
1288,2019-10-25,Male,37,Marketing,HR Specialist,Bachelor,19,76514.07,Chicago
1289,2022-01-29,Male,24,Customer Support,Sales Executive,PhD,8,68347.11,Seattle
1290,2020-05-09,Female,59,HR,Support Agent,Master,19,107606.17,Chicago
1291,2021-06-29,Male,42,HR,HR Specialist,Master,27,43252.47,Chicago
1292,2015-11-12,Male,27,Sales,Analyst,Master,22,43103.33,San Francisco
1293,2015-05-03,Female,37,Customer Support,Manager,PhD,38,140333.71,San Francisco
1294,2017-07-10,Male,62,Marketing,Engineer,Bachelor,13,108507.46,Chicago
1295,2022-12-10,Non-binary,54,Finance,Manager,Master,22,146860.23,Chicago
1296,2016-11-08,Female,52,Customer Support,Engineer,Bachelor,22,63827.3,Seattle
1297,2016-07-08,Male,52,Customer Support,Support Agent,Master,34,141344.0,Chicago
1298,2017-08-02,Female,58,Customer Support,Analyst,Master,6,117901.3,Chicago
1299,2020-02-24,Female,26,Marketing,Support Agent,PhD,4,72345.23,Austin
1300,2015-07-04,Female,27,Customer Support,Sales Executive,High School,24,66510.71,Boston
1301,2018-07-03,Non-binary,44,HR,HR Specialist,Master,12,32584.99,Chicago
1302,2021-04-30,Female,23,HR,Analyst,High School,34,46202.9,Boston
1303,2017-08-30,Female,36,Finance,Manager,Master,14,96841.99,Chicago
1304,2016-05-06,Non-binary,50,Customer Support,Sales Executive,PhD,28,93268.19,New York
1305,2022-04-24,Non-binary,34,Marketing,Engineer,Master,15,132700.75,Austin
1306,2015-04-03,Female,46,Sales,HR Specialist,High School,30,114514.6,San Francisco
1307,2022-11-02,Male,52,Engineering,HR Specialist,Master,0,77671.13,San Francisco
1308,2021-08-18,Male,59,Engineering,Manager,High School,30,30292.78,Seattle
1309,2017-09-03,Male,50,HR,Manager,PhD,39,35785.88,Austin
1310,2021-11-10,Female,59,Marketing,HR Specialist,High School,28,125826.98,New York
1311,2018-01-29,Female,41,Marketing,Support Agent,PhD,21,114637.11,Austin
1312,2021-10-28,Non-binary,41,Marketing,HR Specialist,Master,25,94839.05,Austin
1313,2018-01-20,Female,33,Marketing,HR Specialist,Master,8,85374.62,New York
1314,2022-12-05,Non-binary,54,Customer Support,HR Specialist,PhD,21,99743.03,Seattle
1315,2016-04-11,Non-binary,55,Engineering,Sales Executive,Bachelor,10,48948.33,Boston
1316,2020-04-11,Male,25,Customer Support,Sales Executive,Master,39,138683.51,San Francisco
1317,2019-04-11,Non-binary,63,Marketing,HR Specialist,High School,13,60556.13,Boston
1318,2015-05-29,Female,51,Finance,Engineer,PhD,22,52525.43,Boston
1319,2022-08-01,Male,25,Finance,HR Specialist,PhD,35,56000.87,Boston
1320,2016-06-04,Male,61,Sales,Sales Executive,Bachelor,38,82591.94,Seattle
1321,2017-09-28,Female,48,HR,HR Specialist,PhD,0,99505.24,Austin
1322,2020-01-18,Female,54,Engineering,Manager,Bachelor,12,139800.22,Seattle
1323,2018-09-30,Male,39,Marketing,Sales Executive,Bachelor,18,144749.09,Chicago
1324,2015-01-07,Male,28,HR,Manager,High School,10,127070.35,Austin
1325,2019-03-31,Non-binary,49,Marketing,Engineer,PhD,1,120616.95,Boston
1326,2021-08-15,Non-binary,42,HR,HR Specialist,PhD,8,111268.48,New York
1327,2016-05-03,Male,46,HR,HR Specialist,PhD,29,146805.77,Chicago
1328,2016-09-03,Female,28,Finance,Engineer,Master,11,97189.66,Chicago
1329,2022-04-16,Male,62,Engineering,Engineer,High School,14,138307.74,San Francisco
1330,2016-12-18,Male,41,Sales,HR Specialist,High School,39,72287.32,Austin
1331,2020-04-19,Female,27,HR,Sales Executive,High School,18,61518.54,Seattle
1332,2021-06-06,Male,23,Marketing,HR Specialist,Master,8,31705.67,New York
1333,2018-06-12,Male,56,Customer Support,Analyst,PhD,17,53890.29,Austin
1334,2017-08-06,Female,41,HR,Engineer,Bachelor,0,110460.17,Chicago
1335,2015-03-30,Female,57,Marketing,Support Agent,High School,14,64000.62,New York
1336,2021-02-21,Male,32,Customer Support,HR Specialist,High School,24,60469.98,San Francisco
1337,2019-01-22,Female,30,HR,Engineer,Master,13,42658.29,New York
1338,2018-03-01,Female,57,Customer Support,Engineer,Bachelor,34,51787.05,Chicago
1339,2016-01-13,Non-binary,27,Engineering,Engineer,High School,36,47709.15,New York
1340,2020-03-14,Non-binary,25,Customer Support,Engineer,PhD,3,103156.53,Seattle
1341,2019-05-23,Male,59,Customer Support,Sales Executive,Master,26,121778.54,New York
1342,2020-10-29,Female,40,Finance,HR Specialist,Master,12,97040.01,Boston
1343,2021-08-15,Male,64,Engineering,Manager,PhD,28,73790.89,Seattle
1344,2015-07-22,Non-binary,37,Engineering,Sales Executive,Bachelor,6,61140.2,San Francisco
1345,2022-08-12,Female,42,HR,Support Agent,High School,38,137855.7,Chicago
1346,2018-08-24,Male,42,Finance,Support Agent,Bachelor,25,84426.49,Chicago
1347,2022-10-18,Female,57,Customer Support,Engineer,Master,11,75437.01,Seattle
1348,2017-10-15,Male,35,Marketing,Support Agent,PhD,12,96898.83,Chicago
1349,2017-04-04,Non-binary,43,Sales,Engineer,Master,6,85347.49,Austin
1350,2017-04-15,Female,41,HR,Sales Executive,Bachelor,13,81767.72,Seattle
1351,2016-01-15,Female,32,Marketing,Sales Executive,Master,38,142547.47,Chicago
1352,2021-06-01,Female,64,Sales,Analyst,Master,1,30737.38,Boston
1353,2017-07-22,Female,35,Marketing,Engineer,PhD,6,73936.67,Seattle
1354,2019-05-01,Male,28,Marketing,Manager,Master,23,46840.44,Austin
1355,2017-09-30,Male,64,Finance,Support Agent,High School,23,84549.92,Chicago
1356,2019-11-21,Non-binary,33,HR,Engineer,Bachelor,32,127837.86,Seattle
1357,2020-07-31,Non-binary,51,HR,Engineer,Bachelor,18,105186.09,New York
1358,2016-08-13,Male,53,Sales,Manager,PhD,35,79983.22,Chicago
1359,2021-10-04,Female,38,Engineering,HR Specialist,Bachelor,33,86410.83,Boston
1360,2018-08-18,Non-binary,30,Engineering,Analyst,High School,33,78142.43,Austin
1361,2015-03-20,Female,62,Customer Support,Support Agent,PhD,33,67773.3,San Francisco
1362,2016-04-09,Non-binary,61,Customer Support,Manager,PhD,14,65285.25,New York
1363,2021-08-20,Male,29,Sales,Support Agent,High School,22,60134.61,Chicago
1364,2015-12-17,Non-binary,24,Customer Support,Support Agent,Bachelor,18,147790.38,San Francisco
1365,2019-11-06,Male,40,Marketing,Sales Executive,Master,30,64683.87,New York
1366,2019-04-28,Non-binary,28,Finance,Engineer,Master,22,141356.13,San Francisco
1367,2018-11-01,Non-binary,39,HR,Support Agent,PhD,8,99536.1,New York
1368,2015-07-30,Female,50,Engineering,Sales Executive,High School,8,137833.2,Austin
1369,2016-04-16,Male,52,HR,Analyst,PhD,36,41966.88,Boston
1370,2021-03-15,Female,37,Sales,Engineer,High School,0,85053.84,Austin
1371,2018-12-31,Female,45,Finance,HR Specialist,High School,30,39456.74,Boston
1372,2018-12-20,Female,23,Marketing,Sales Executive,Master,6,109312.35,Chicago
1373,2019-09-29,Non-binary,50,Sales,HR Specialist,High School,3,61116.56,San Francisco
1374,2015-08-28,Non-binary,54,Customer Support,Engineer,Master,4,31746.8,New York
1375,2016-02-24,Non-binary,33,HR,Support Agent,Bachelor,17,57911.62,Boston
1376,2020-09-22,Male,26,HR,HR Specialist,Bachelor,8,96542.37,New York
1377,2020-11-30,Female,42,Finance,Analyst,High School,28,105538.62,Seattle
1378,2019-02-06,Female,49,Engineering,Analyst,Bachelor,9,52011.35,Chicago
1379,2020-07-18,Male,58,Finance,Analyst,High School,32,142155.16,Austin
1380,2019-10-15,Male,22,Customer Support,HR Specialist,High School,21,109967.84,San Francisco
1381,2016-03-07,Male,47,HR,Engineer,Bachelor,5,113933.96,San Francisco
1382,2018-10-25,Male,33,Sales,Manager,High School,39,79811.0,San Francisco
1383,2019-09-04,Male,54,Marketing,Engineer,Bachelor,35,61951.1,Boston
1384,2019-11-19,Female,59,Marketing,Sales Executive,PhD,15,71949.05,San Francisco
1385,2015-07-20,Non-binary,39,Marketing,Manager,Bachelor,30,86355.52,Chicago
1386,2022-01-09,Male,56,Engineering,Engineer,Master,25,122514.88,San Francisco
1387,2018-12-23,Male,26,Marketing,Manager,PhD,14,57838.6,Boston
1388,2019-08-30,Female,22,Customer Support,Analyst,High School,34,145737.28,Austin
1389,2022-10-02,Female,57,HR,HR Specialist,Master,37,125544.56,Chicago
1390,2022-12-23,Female,48,Customer Support,Sales Executive,Master,8,101177.76,New York
1391,2018-05-15,Male,56,HR,Support Agent,Bachelor,3,44947.98,Chicago
1392,2017-05-18,Non-binary,41,HR,Engineer,Bachelor,39,110562.66,Chicago
1393,2016-08-31,Female,28,Sales,Engineer,Master,28,31762.58,Boston
1394,2022-03-23,Male,34,Engineering,Analyst,PhD,30,61202.72,New York
1395,2019-04-04,Male,64,Sales,HR Specialist,High School,14,65470.79,Austin
1396,2015-05-17,Male,62,Engineering,Manager,Bachelor,17,121406.32,San Francisco
1397,2020-01-31,Male,53,Sales,Engineer,Bachelor,39,94305.85,Chicago
1398,2021-09-07,Female,63,Marketing,Engineer,PhD,15,36905.06,Seattle
1399,2017-11-26,Male,28,HR,Manager,PhD,33,35866.53,Seattle
1400,2016-11-22,Female,38,HR,Support Agent,Master,12,83089.07,Seattle
1401,2019-11-14,Male,50,Customer Support,Sales Executive,PhD,11,104870.92,New York
1402,2015-02-11,Male,51,Engineering,HR Specialist,Master,25,132118.94,Chicago
1403,2018-12-14,Non-binary,34,Sales,Analyst,High School,20,32158.0,Boston
1404,2021-03-20,Female,41,Engineering,HR Specialist,Bachelor,39,142888.25,New York
1405,2020-11-26,Male,42,Customer Support,Sales Executive,High School,16,57105.82,Austin
1406,2017-09-20,Male,61,Engineering,Sales Executive,Master,28,66689.07,San Francisco
1407,2021-01-14,Female,51,Marketing,Support Agent,High School,19,139595.61,Austin
1408,2018-10-07,Male,48,Sales,Support Agent,Master,23,50298.87,Seattle
1409,2015-10-31,Male,42,HR,Analyst,PhD,35,112327.88,Austin
1410,2022-12-26,Female,44,Engineering,Engineer,Bachelor,14,117457.49,San Francisco
1411,2019-10-10,Male,33,HR,Sales Executive,Master,12,37560.02,New York
1412,2019-10-27,Non-binary,26,Marketing,Sales Executive,Bachelor,8,143295.88,Boston
1413,2019-06-22,Male,53,HR,HR Specialist,PhD,14,101241.27,San Francisco
1414,2022-06-07,Non-binary,47,Sales,Engineer,High School,22,57532.55,San Francisco
1415,2016-02-09,Male,38,Engineering,Manager,Bachelor,30,106036.17,Chicago
1416,2015-04-23,Non-binary,35,Sales,Support Agent,PhD,12,112222.38,Chicago
1417,2015-11-16,Female,63,Customer Support,Manager,Bachelor,38,108927.59,San Francisco
1418,2015-06-28,Male,41,HR,Support Agent,PhD,22,124583.7,New York
1419,2015-12-18,Female,35,Engineering,Engineer,PhD,27,77253.65,Boston
1420,2021-04-29,Female,33,HR,Analyst,Bachelor,3,48387.01,Boston
1421,2015-06-12,Non-binary,37,Marketing,HR Specialist,Master,17,47592.58,Seattle
1422,2016-04-11,Male,43,Marketing,Support Agent,High School,17,142880.94,Austin
1423,2018-02-17,Male,31,Finance,Manager,PhD,39,96739.75,New York
1424,2019-06-21,Non-binary,30,HR,Support Agent,PhD,32,80146.7,Seattle
1425,2020-06-29,Non-binary,59,Engineering,Engineer,PhD,26,45900.48,Seattle
1426,2022-04-17,Female,27,Marketing,Support Agent,Bachelor,20,121670.34,Chicago
1427,2020-02-17,Non-binary,39,Finance,Support Agent,Bachelor,22,85760.98,Chicago
1428,2016-05-27,Non-binary,36,Finance,Manager,High School,36,140182.33,Boston
1429,2020-10-27,Male,42,Sales,Support Agent,PhD,32,51074.58,Chicago
1430,2022-06-08,Female,49,Engineering,Engineer,Master,6,105523.24,Seattle
1431,2020-02-14,Male,36,Sales,HR Specialist,Master,10,81511.61,Chicago
1432,2022-10-06,Female,43,Marketing,Engineer,Bachelor,32,132948.78,New York
1433,2017-01-08,Male,32,Finance,Support Agent,High School,35,74212.52,Seattle
1434,2017-08-02,Female,64,HR,Manager,PhD,37,55085.35,Seattle
1435,2020-03-13,Male,49,HR,Manager,High School,7,89811.0,New York
1436,2020-03-29,Male,59,HR,Sales Executive,PhD,34,95563.7,Austin
1437,2018-03-18,Male,56,Customer Support,Manager,Bachelor,5,59341.28,Boston
1438,2019-07-18,Non-binary,59,Sales,Manager,Master,32,37183.06,Seattle
1439,2019-09-15,Male,64,Sales,Support Agent,High School,6,51714.02,Austin
1440,2017-01-31,Non-binary,48,Engineering,Support Agent,Master,10,99863.37,San Francisco
1441,2022-01-14,Female,64,Customer Support,HR Specialist,PhD,3,34095.02,New York
1442,2018-08-10,Female,45,HR,HR Specialist,Bachelor,2,67148.63,Boston
1443,2022-01-17,Female,44,Customer Support,HR Specialist,PhD,19,99627.73,New York
1444,2022-02-15,Male,22,Marketing,Engineer,Bachelor,19,86769.76,Austin
1445,2016-01-26,Non-binary,36,Marketing,HR Specialist,Bachelor,7,120783.52,Chicago
1446,2015-11-03,Male,63,Sales,Sales Executive,PhD,21,36836.23,Austin
1447,2019-06-09,Non-binary,28,Finance,Manager,PhD,27,73253.86,New York
1448,2018-09-04,Female,25,Finance,HR Specialist,PhD,34,48643.77,San Francisco
1449,2015-03-28,Male,40,HR,Sales Executive,High School,37,140436.94,Chicago
1450,2015-06-22,Male,46,Engineering,Manager,Master,3,50310.35,Seattle
1451,2016-05-22,Male,63,HR,Manager,High School,31,119652.06,Boston
1452,2015-05-23,Female,23,Customer Support,HR Specialist,High School,6,36280.31,Boston
1453,2021-12-09,Non-binary,28,HR,HR Specialist,High School,38,33055.64,Austin
1454,2019-04-27,Male,48,HR,Manager,Master,29,38082.12,San Francisco
1455,2021-05-02,Male,62,Marketing,HR Specialist,High School,13,88909.21,New York
1456,2015-09-04,Female,64,Marketing,HR Specialist,PhD,33,102317.7,Chicago
1457,2015-10-13,Non-binary,42,Sales,Sales Executive,High School,15,97451.34,New York
1458,2018-05-21,Non-binary,52,HR,Sales Executive,Bachelor,30,93463.85,New York
1459,2021-03-07,Non-binary,47,Engineering,Support Agent,High School,6,100992.49,Chicago
1460,2017-02-06,Non-binary,48,Finance,Engineer,High School,20,53173.83,Seattle
1461,2020-09-24,Female,62,HR,Support Agent,PhD,39,31619.14,San Francisco
1462,2016-01-31,Male,35,Engineering,Manager,PhD,19,75903.45,Chicago
1463,2020-06-04,Female,49,Marketing,Engineer,Master,32,37086.03,New York
1464,2022-11-02,Non-binary,57,Sales,Sales Executive,Bachelor,6,38948.49,Chicago
