OrderID,OrderDate,CustomerName,Region,Category,Product,Quantity,UnitPrice,TotalPrice
792,2024-11-01,Charlie,West,Mobile,Keyboard,11,366.52,4031.72
793,2024-04-07,Alice,South,Computing,Headphones,8,89.33,714.64
794,2024-12-03,Alice,East,Electronics,Headphones,6,467.42,2804.52
795,2024-10-12,George,East,Computing,Headphones,10,843.69,8436.9
796,2024-11-30,Bob,South,Mobile,Laptop,7,273.85,1916.95
797,2024-12-12,Charlie,West,Accessories,Mouse,7,766.04,5362.28
798,2024-11-03,Edward,North,Accessories,Monitor,4,187.51,750.04
799,2024-09-05,George,West,Mobile,Smartphone,3,675.37,2026.11
800,2024-06-14,Edward,North,Accessories,Laptop,7,915.96,6411.72
801,2024-11-30,George,West,Computing,Laptop,4,327.31,1309.24
802,2024-01-30,Diana,South,Accessories,Laptop,13,900.91,11711.83
803,2024-09-03,Hannah,East,Accessories,Keyboard,17,507.89,8634.13
804,2024-04-15,George,West,Computing,Charger,7,320.22,2241.54
805,2024-02-20,Fiona,North,Computing,Mouse,17,897.03,15249.51
806,2024-03-21,Alice,East,Computing,Mouse,4,36.88,147.52
807,2024-05-12,Diana,North,Electronics,Smartphone,11,32.88,361.68
808,2024-10-11,Bob,South,Computing,Charger,3,601.83,1805.49
809,2024-05-17,Edward,East,Computing,Headphones,11,797.77,8775.47
810,2024-07-02,Hannah,North,Electronics,Keyboard,3,752.79,2258.37
811,2024-11-25,Hannah,West,Accessories,Monitor,12,84.07,1008.84
812,2024-09-29,George,South,Computing,Charger,1,950.5,950.5
813,2024-12-05,Alice,South,Mobile,Tablet,4,704.55,2818.2
814,2024-03-09,Bob,South,Computing,Keyboard,14,949.37,13291.18
815,2024-02-03,Fiona,West,Computing,Tablet,1,332.45,332.45
816,2024-09-18,Bob,West,Electronics,Monitor,14,695.47,9736.58
817,2024-02-22,Alice,East,Mobile,Smartphone,13,860.64,11188.32
818,2024-07-23,Fiona,West,Accessories,Mouse,13,383.56,4986.28
819,2024-05-05,Bob,East,Accessories,Tablet,15,965.04,14475.6
820,2024-08-22,Fiona,South,Mobile,Laptop,17,268.67,4567.39
821,2024-02-12,George,East,Computing,Keyboard,12,319.04,3828.48
822,2024-08-27,George,North,Electronics,Charger,14,920.73,12890.22
823,2024-04-20,Alice,South,Mobile,Charger,12,969.81,11637.72
824,2024-09-05,Alice,South,Mobile,Tablet,18,288.77,5197.86
825,2024-05-30,Fiona,East,Accessories,Monitor,4,140.71,562.84
826,2024-07-01,Charlie,South,Electronics,Mouse,14,760.26,10643.64
827,2024-12-01,Diana,West,Mobile,Laptop,19,930.02,17670.38
828,2024-04-04,Hannah,North,Electronics,Charger,13,602.71,7835.23
829,2024-01-08,Bob,East,Computing,Tablet,18,636.35,11454.3
830,2024-12-25,Bob,East,Accessories,Mouse,11,764.13,8405.43
831,2024-07-02,Charlie,South,Computing,Monitor,6,157.32,943.92
832,2024-10-07,Charlie,West,Electronics,Smartphone,9,973.6,8762.4
833,2024-07-13,Charlie,South,Computing,Monitor,12,367.51,4410.12
834,2024-12-17,Edward,South,Accessories,Smartphone,19,630.1,11971.9
835,2024-07-13,Edward,East,Electronics,Charger,14,471.27,6597.78
836,2024-06-03,Fiona,South,Mobile,Mouse,15,470.84,7062.6
837,2024-04-02,Edward,North,Computing,Mouse,11,704.23,7746.53
838,2024-06-08,George,South,Accessories,Laptop,6,994.69,5968.14
839,2024-03-01,George,South,Mobile,Monitor,14,660.76,9250.64
840,2024-05-01,Alice,East,Accessories,Headphones,3,795.09,2385.27
841,2024-02-20,Hannah,South,Electronics,Charger,19,32.48,617.12
842,2024-10-03,Fiona,West,Electronics,Keyboard,11,811.38,8925.18
843,2024-01-05,Hannah,East,Computing,Headphones,17,303.48,5159.16
844,2024-04-01,Bob,South,Accessories,Charger,17,131.07,2228.19
845,2024-06-18,Diana,North,Accessories,Headphones,3,117.77,353.31
846,2024-11-12,Alice,North,Accessories,Headphones,14,681.48,9540.72
847,2024-01-22,Bob,East,Electronics,Keyboard,7,997.63,6983.41
848,2024-11-21,Bob,East,Computing,Headphones,19,667.86,12689.34
849,2024-01-01,Fiona,South,Accessories,Smartphone,3,266.04,798.12
850,2024-05-12,Charlie,West,Accessories,Monitor,2,207.29,414.58
851,2024-08-20,Charlie,South,Mobile,Mouse,17,528.33,8981.61
852,2024-01-12,Hannah,North,Accessories,Laptop,9,69.71,627.39
853,2024-12-11,Alice,West,Computing,Headphones,6,402.33,2413.98
854,2024-02-15,Charlie,West,Mobile,Mouse,9,667.9,6011.1
855,2024-02-03,Bob,West,Mobile,Headphones,5,967.82,4839.1
856,2024-03-18,Charlie,South,Mobile,Charger,2,428.53,857.06
857,2024-08-05,Edward,North,Electronics,Laptop,15,204.22,3063.3
858,2024-10-27,Charlie,East,Mobile,Charger,9,818.28,7364.52
859,2024-03-13,Bob,South,Accessories,Laptop,19,745.48,14164.12
860,2024-10-08,Hannah,East,Electronics,Headphones,10,860.41,8604.1
861,2024-09-05,Fiona,West,Electronics,Smartphone,4,218.65,874.6
862,2024-02-16,Alice,West,Electronics,Mouse,10,407.81,4078.1
863,2024-04-30,Diana,South,Electronics,Laptop,8,981.65,7853.2
864,2024-08-01,Charlie,North,Electronics,Monitor,13,162.25,2109.25
865,2024-08-26,George,West,Electronics,Mouse,7,673.09,4711.63
866,2024-02-25,George,East,Electronics,Monitor,7,241.0,1687.0
867,2024-12-15,Hannah,East,Mobile,Mouse,4,502.66,2010.64
868,2024-04-16,Bob,South,Computing,Smartphone,15,801.51,12022.65
869,2024-11-14,Diana,East,Accessories,Charger,12,491.14,5893.68
870,2024-02-17,Diana,North,Accessories,Keyboard,16,806.45,12903.2
871,2024-03-01,Edward,West,Mobile,Charger,6,429.2,2575.2
872,2024-12-02,Diana,East,Mobile,Tablet,9,999.36,8994.24
873,2024-01-26,George,East,Electronics,Smartphone,3,438.65,1315.95
874,2024-10-18,Fiona,West,Computing,Headphones,8,153.63,1229.04
875,2024-09-13,Bob,South,Electronics,Tablet,7,404.86,2834.02
876,2024-01-08,Bob,East,Mobile,Headphones,4,743.88,2975.52
877,2024-04-22,Charlie,South,Electronics,Monitor,13,848.7,11033.1
878,2024-12-20,Charlie,South,Accessories,Laptop,19,462.8,8793.2
879,2024-09-09,Charlie,East,Accessories,Mouse,7,596.5,4175.5
880,2024-06-28,George,North,Electronics,Headphones,10,845.67,8456.7
881,2024-07-25,George,South,Computing,Monitor,12,814.48,9773.76
882,2024-10-29,Hannah,East,Electronics,Smartphone,3,659.44,1978.32
883,2024-05-06,George,South,Electronics,Headphones,12,815.95,9791.4
884,2024-02-25,George,West,Computing,Charger,19,578.03,10982.57
885,2024-08-01,George,North,Computing,Monitor,15,9.62,144.3
886,2024-01-14,George,North,Computing,Laptop,8,46.06,368.48
887,2024-01-28,Fiona,West,Accessories,Mouse,12,979.91,11758.92
888,2024-03-18,George,West,Electronics,Headphones,6,149.27,895.62
889,2024-08-03,Hannah,South,Mobile,Keyboard,10,407.49,4074.9
890,2024-12-30,Diana,West,Computing,Monitor,2,934.14,1868.28
891,2024-06-02,Diana,North,Computing,Headphones,13,199.06,2587.78
892,2024-01-14,Edward,West,Electronics,Laptop,7,844.57,5911.99
893,2024-07-05,Fiona,East,Mobile,Mouse,8,819.18,6553.44
894,2024-11-07,Charlie,East,Electronics,Headphones,16,986.4,15782.4
895,2024-01-07,Alice,South,Electronics,Headphones,11,285.27,3137.97
896,2024-01-03,George,North,Computing,Mouse,4,318.75,1275.0
897,2024-04-20,Edward,East,Computing,Keyboard,17,903.36,15357.12
898,2024-08-25,Alice,West,Accessories,Monitor,16,237.91,3806.56
899,2024-12-28,Hannah,East,Mobile,Tablet,19,550.16,10453.04
900,2024-08-26,Diana,East,Mobile,Charger,11,708.81,7796.91
901,2024-09-30,Edward,South,Computing,Mouse,7,275.52,1928.64
902,2024-10-20,Hannah,West,Computing,Headphones,13,938.72,12203.36
903,2024-08-14,Edward,West,Computing,Tablet,19,667.37,12680.03
904,2024-01-15,Bob,West,Mobile,Smartphone,17,51.9,882.3
905,2024-07-10,Hannah,South,Accessories,Headphones,13,140.06,1820.78
906,2024-04-28,Diana,West,Mobile,Tablet,12,194.83,2337.96
907,2024-01-28,Diana,West,Computing,Smartphone,7,248.73,1741.11
908,2024-07-20,Fiona,East,Computing,Keyboard,1,732.02,732.02
909,2024-02-08,Edward,East,Accessories,Monitor,1,93.49,93.49
910,2024-09-29,George,West,Electronics,Headphones,14,353.84,4953.76
911,2024-08-18,Diana,North,Electronics,Monitor,15,911.83,13677.45
912,2024-03-26,Edward,North,Mobile,Smartphone,11,558.88,6147.68
913,2024-05-05,Fiona,West,Electronics,Monitor,9,269.17,2422.53
914,2024-10-26,George,North,Electronics,Monitor,17,957.27,16273.59
915,2024-01-25,Hannah,South,Mobile,Mouse,4,248.09,992.36
916,2024-05-24,Fiona,East,Computing,Laptop,19,905.57,17205.83
917,2024-01-13,Bob,South,Electronics,Smartphone,7,727.14,5089.98
918,2024-07-30,George,East,Computing,Monitor,1,741.82,741.82
919,2024-01-25,Edward,North,Mobile,Charger,9,766.11,6894.99
920,2024-03-08,Diana,North,Computing,Tablet,13,509.04,6617.52
921,2024-03-07,Diana,West,Computing,Smartphone,2,815.51,1631.02
922,2024-08-20,Edward,North,Mobile,Laptop,2,837.01,1674.02
923,2024-04-18,Edward,North,Computing,Headphones,15,363.68,5455.2
924,2024-05-25,Edward,West,Electronics,Keyboard,17,403.34,6856.78
925,2024-04-20,Charlie,West,Electronics,Monitor,13,889.31,11561.03
926,2024-08-15,George,East,Electronics,Tablet,7,527.11,3689.77
927,2024-04-20,Diana,North,Electronics,Laptop,9,867.61,7808.49
928,2024-02-03,George,East,Computing,Smartphone,12,628.64,7543.68
929,2024-04-20,Fiona,East,Electronics,Keyboard,3,595.6,1786.8
930,2024-09-20,Diana,South,Computing,Keyboard,15,35.83,537.45
931,2024-08-23,Charlie,North,Accessories,Charger,7,281.5,1970.5
932,2024-03-23,Edward,North,Computing,Monitor,1,504.55,504.55
933,2024-02-11,Bob,South,Electronics,Laptop,14,589.38,8251.32
934,2024-04-10,Edward,East,Accessories,Laptop,19,632.28,12013.32
935,2024-01-06,Hannah,North,Mobile,Tablet,16,717.64,11482.24
936,2024-06-28,Edward,East,Computing,Headphones,10,657.95,6579.5
937,2024-10-08,Charlie,South,Electronics,Headphones,1,849.33,849.33
938,2024-11-15,George,West,Electronics,Mouse,5,298.99,1494.95
939,2024-08-13,Diana,East,Electronics,Headphones,3,643.36,1930.08
940,2024-11-10,Edward,North,Mobile,Mouse,17,55.9,950.3
941,2024-12-30,Diana,West,Accessories,Keyboard,18,482.79,8690.22
942,2024-08-16,Alice,East,Accessories,Keyboard,19,271.69,5162.11
943,2024-10-15,Fiona,East,Electronics,Charger,18,383.98,6911.64
944,2024-05-29,George,West,Computing,Smartphone,16,357.89,5726.24
945,2024-10-03,Diana,West,Electronics,Keyboard,2,65.13,130.26
946,2024-07-16,Bob,West,Electronics,Keyboard,15,469.31,7039.65
947,2024-03-10,Fiona,North,Computing,Laptop,13,994.66,12930.58
948,2024-04-21,Hannah,North,Electronics,Smartphone,13,302.44,3931.72
949,2024-01-04,Hannah,East,Mobile,Laptop,16,737.47,11799.52
950,2024-12-15,Bob,East,Electronics,Tablet,8,550.05,4400.4
951,2024-11-26,Edward,South,Mobile,Mouse,11,328.6,3614.6
952,2024-11-13,Fiona,North,Electronics,Mouse,8,94.16,753.28
953,2024-12-15,Diana,East,Accessories,Tablet,10,219.78,2197.8
954,2024-04-04,Fiona,West,Computing,Mouse,1,782.94,782.94
955,2024-05-31,Edward,West,Accessories,Smartphone,12,282.63,3391.56
956,2024-11-06,Charlie,North,Electronics,Smartphone,9,148.58,1337.22
957,2024-05-16,George,West,Electronics,Keyboard,5,334.64,1673.2
958,2024-09-03,Bob,South,Mobile,Mouse,9,586.12,5275.08
959,2024-08-30,Edward,East,Electronics,Tablet,16,704.95,11279.2
960,2024-01-31,Charlie,East,Electronics,Monitor,18,390.43,7027.74
961,2024-02-09,Fiona,East,Electronics,Headphones,8,500.66,4005.28
962,2024-08-16,Fiona,North,Accessories,Keyboard,11,457.64,5034.04
963,2024-02-05,Edward,West,Mobile,Headphones,19,13.96,265.24
964,2024-08-10,Diana,South,Accessories,Tablet,4,398.62,1594.48
965,2024-01-06,Fiona,North,Mobile,Mouse,10,589.38,5893.8
966,2024-11-17,Diana,East,Accessories,Mouse,13,572.09,7437.17
967,2024-08-07,Diana,South,Electronics,Headphones,14,751.02,10514.28
968,2024-03-15,George,East,Accessories,Monitor,2,672.02,1344.04
969,2024-01-04,Diana,East,Accessories,Mouse,4,280.42,1121.68
970,2024-11-30,Alice,North,Mobile,Monitor,7,259.37,1815.59
971,2024-05-13,George,East,Mobile,Laptop,19,466.82,8869.58
972,2024-04-27,Charlie,South,Accessories,Smartphone,17,734.3,12483.1
973,2024-04-03,Charlie,East,Mobile,Headphones,16,98.36,1573.76
974,2024-03-02,Fiona,West,Mobile,Mouse,13,948.58,12331.54
975,2024-07-12,Fiona,East,Mobile,Monitor,18,545.44,9817.92
976,2024-11-30,Diana,North,Computing,Charger,12,309.88,3718.56
977,2024-07-21,George,South,Mobile,Charger,1,694.92,694.92
978,2024-01-26,George,North,Computing,Mouse,15,49.5,742.5
979,2024-06-21,Alice,West,Computing,Smartphone,3,486.97,1460.91
980,2024-10-26,Diana,East,Mobile,Smartphone,6,488.54,2931.24
981,2024-05-12,Alice,North,Accessories,Laptop,14,166.17,2326.38
982,2024-11-21,Hannah,North,Mobile,Smartphone,6,838.2,5029.2
983,2024-04-27,Diana,North,Electronics,Smartphone,1,797.83,797.83
984,2024-11-19,Bob,North,Accessories,Keyboard,6,156.97,941.82
985,2024-10-01,Bob,West,Computing,Charger,8,367.01,2936.08
986,2024-07-30,Edward,West,Computing,Tablet,15,104.93,1573.95
987,2024-08-12,Diana,East,Accessories,Charger,14,849.37,11891.18
988,2024-01-20,George,East,Accessories,Charger,16,326.7,5227.2
989,2024-04-22,Fiona,South,Mobile,Mouse,16,442.12,7073.92
990,2024-05-19,Charlie,West,Computing,Charger,19,327.25,6217.75
991,2024-02-16,Edward,North,Electronics,Laptop,1,313.48,313.48
992,2024-01-01,Fiona,North,Mobile,Laptop,4,748.57,2994.28
993,2024-03-30,Bob,South,Accessories,Headphones,10,748.83,7488.3
994,2024-05-21,Diana,North,Computing,Smartphone,18,520.2,9363.6
995,2024-11-15,Edward,South,Accessories,Headphones,2,659.33,1318.66
996,2024-02-07,Diana,East,Accessories,Keyboard,4,514.1,2056.4
997,2024-10-19,Bob,West,Accessories,Charger,15,33.45,501.75
998,2024-05-18,Edward,South,Mobile,Monitor,4,70.68,282.72
999,2024-12-21,Bob,North,Electronics,Smartphone,16,386.82,6189.12
1000,2024-11-28,Alice,South,Electronics,Monitor,15,751.0,11265.0
1001,2024-09-15,Bob,East,Computing,Charger,18,913.66,16445.88
1002,2024-06-09,George,North,Accessories,Tablet,7,34.56,241.92
1003,2024-06-26,George,East,Electronics,Keyboard,15,371.19,5567.85
1004,2024-01-10,Diana,East,Accessories,Smartphone,11,227.66,2504.26
1005,2024-09-17,Charlie,South,Computing,Headphones,19,816.13,15506.47
1006,2024-05-17,Bob,East,Accessories,Headphones,8,846.74,6773.92
1007,2024-06-20,Fiona,North,Electronics,Smartphone,1,210.38,210.38
1008,2024-01-13,George,East,Accessories,Mouse,3,712.27,2136.81
1009,2024-06-16,Hannah,East,Electronics,Headphones,5,733.1,3665.5
1010,2024-05-09,Charlie,South,Computing,Charger,18,181.17,3261.06
1011,2024-03-24,Alice,East,Accessories,Charger,12,436.53,5238.36
1012,2024-11-16,Edward,West,Electronics,Mouse,12,622.24,7466.88
1013,2024-11-14,Edward,South,Computing,Smartphone,19,30.94,587.86
1014,2024-04-10,George,South,Accessories,Laptop,9,407.57,3668.13
1015,2024-11-24,Charlie,North,Computing,Headphones,11,159.18,1750.98
1016,2024-09-29,George,North,Electronics,Mouse,17,544.19,9251.23
1017,2024-09-21,Edward,North,Accessories,Smartphone,16,843.7,13499.2
1018,2024-02-07,Hannah,North,Accessories,Smartphone,4,527.13,2108.52
1019,2024-04-03,Bob,West,Accessories,Mouse,10,40.8,408.0
1020,2024-04-04,Charlie,South,Computing,Headphones,15,34.51,517.65
1021,2024-10-31,Diana,East,Computing,Laptop,19,607.48,11542.12
1022,2024-03-09,Bob,North,Electronics,Headphones,3,331.34,994.02
1023,2024-11-13,Bob,North,Mobile,Smartphone,5,574.8,2874.0
1024,2024-08-23,Bob,North,Accessories,Laptop,11,167.82,1846.02
1025,2024-11-29,Diana,East,Accessories,Charger,5,777.98,3889.9
1026,2024-05-16,Hannah,North,Electronics,Monitor,7,861.42,6029.94
1027,2024-03-16,Alice,East,Accessories,Tablet,6,889.78,5338.68
1028,2024-02-04,Hannah,South,Computing,Headphones,13,307.55,3998.15
1029,2024-01-01,Hannah,South,Computing,Keyboard,2,662.43,1324.86
1030,2024-10-22,Hannah,South,Accessories,Smartphone,19,282.65,5370.35
1031,2024-11-15,Fiona,West,Accessories,Laptop,11,763.94,8403.34
1032,2024-02-29,George,East,Computing,Mouse,5,124.92,624.6
1033,2024-11-15,Edward,North,Accessories,Charger,9,763.95,6875.55
1034,2024-12-14,George,North,Computing,Mouse,6,442.53,2655.18
1035,2024-11-23,Charlie,North,Mobile,Mouse,17,856.27,14556.59
1036,2024-09-23,Hannah,North,Mobile,Laptop,19,740.24,14064.56
1037,2024-12-26,Alice,West,Accessories,Monitor,8,379.64,3037.12
1038,2024-08-16,Charlie,North,Accessories,Headphones,7,904.02,6328.14
1039,2024-09-26,George,West,Accessories,Keyboard,5,286.92,1434.6
1040,2024-11-11,Edward,East,Computing,Charger,15,967.15,14507.25
1041,2024-10-12,Diana,South,Mobile,Mouse,10,768.37,7683.7
1042,2024-10-17,George,North,Mobile,Laptop,16,990.72,15851.52
1043,2024-07-31,Bob,South,Electronics,Mouse,9,58.64,527.76
1044,2024-06-13,George,East,Electronics,Monitor,7,277.67,1943.69
1045,2024-01-05,Bob,East,Accessories,Smartphone,11,742.56,8168.16
1046,2024-12-04,Diana,North,Computing,Mouse,9,922.64,8303.76
1047,2024-03-18,George,East,Accessories,Monitor,17,33.63,571.71
1048,2024-03-02,Alice,South,Mobile,Headphones,9,5.01,45.09
1049,2024-05-11,Alice,North,Accessories,Charger,3,259.96,779.88
1050,2024-03-29,Charlie,West,Accessories,Charger,8,853.51,6828.08
1051,2024-08-24,Diana,North,Mobile,Mouse,19,768.32,14598.08
1052,2024-02-11,Hannah,South,Mobile,Monitor,16,343.58,5497.28
1053,2024-03-29,Alice,North,Mobile,Laptop,7,7.0,49.0
1054,2024-10-22,George,North,Mobile,Laptop,7,556.93,3898.51
1055,2024-11-23,Diana,South,Electronics,Tablet,13,241.77,3143.01
1056,2024-10-21,Edward,North,Computing,Monitor,3,746.88,2240.64
1057,2024-04-13,Bob,North,Computing,Smartphone,12,449.12,5389.44
1058,2024-01-14,George,South,Mobile,Mouse,8,680.21,5441.68
1059,2024-10-14,Bob,East,Computing,Keyboard,13,853.05,11089.65
1060,2024-06-27,Bob,South,Computing,Keyboard,16,538.08,8609.28
1061,2024-05-04,Hannah,North,Computing,Headphones,7,339.28,2374.96
1062,2024-12-18,Diana,West,Computing,Tablet,4,770.7,3082.8
1063,2024-01-23,Diana,West,Mobile,Monitor,12,268.86,3226.32
1064,2024-03-03,Charlie,South,Accessories,Smartphone,17,892.06,15165.02
1065,2024-05-22,Bob,West,Accessories,Tablet,1,76.07,76.07
1066,2024-06-01,Charlie,North,Accessories,Laptop,17,836.29,14216.93
1067,2024-05-24,Hannah,North,Electronics,Headphones,2,96.1,192.2
1068,2024-08-12,Bob,South,Computing,Mouse,6,60.86,365.16
1069,2024-11-04,Charlie,North,Mobile,Mouse,12,366.44,4397.28
1070,2024-04-13,Charlie,East,Mobile,Mouse,11,956.77,10524.47
1071,2024-04-13,Edward,North,Electronics,Monitor,11,983.57,10819.27
1072,2024-02-08,Charlie,South,Mobile,Keyboard,18,206.06,3709.08
1073,2024-07-16,Diana,East,Accessories,Smartphone,8,152.89,1223.12
1074,2024-05-13,Charlie,East,Electronics,Mouse,7,356.19,2493.33
1075,2024-03-07,Bob,West,Mobile,Mouse,14,340.4,4765.6
1076,2024-06-27,Charlie,North,Electronics,Laptop,16,760.79,12172.64
1077,2024-02-11,Alice,South,Electronics,Charger,12,446.78,5361.36
1078,2024-01-15,Fiona,West,Mobile,Tablet,9,780.98,7028.82
1079,2024-04-20,Bob,West,Accessories,Mouse,16,749.97,11999.52
1080,2024-06-05,Alice,North,Mobile,Headphones,19,580.42,11027.98
1081,2024-10-15,Hannah,North,Computing,Tablet,16,834.34,13349.44
1082,2024-08-18,Bob,South,Computing,Keyboard,9,199.67,1797.03
1083,2024-06-05,Diana,West,Mobile,Tablet,13,166.0,2158.0
1084,2024-02-07,Fiona,South,Accessories,Smartphone,5,751.9,3759.5
1085,2024-04-06,Fiona,West,Computing,Laptop,19,248.57,4722.83
1086,2024-10-15,Diana,West,Computing,Monitor,10,7.78,77.8
1087,2024-09-10,Fiona,West,Mobile,Smartphone,7,912.4,6386.8
1088,2024-07-14,Diana,North,Mobile,Keyboard,9,624.82,5623.38
1089,2024-03-26,Alice,West,Mobile,Headphones,14,447.71,6267.94
1090,2024-11-17,Hannah,West,Electronics,Keyboard,15,727.11,10906.65
1091,2024-01-10,Edward,West,Electronics,Keyboard,13,336.67,4376.71
1092,2024-01-05,Bob,East,Electronics,Tablet,10,953.9,9539.0
1093,2024-05-02,Diana,North,Mobile,Headphones,14,73.28,1025.92
1094,2024-11-25,Bob,East,Accessories,Smartphone,12,642.74,7712.88
1095,2024-12-18,Hannah,North,Computing,Keyboard,19,778.4,14789.6
1096,2024-04-27,Alice,South,Electronics,Smartphone,6,471.78,2830.68
1097,2024-10-20,Edward,East,Accessories,Mouse,12,756.19,9074.28
1098,2024-06-07,Hannah,South,Mobile,Mouse,13,927.28,12054.64
1099,2024-10-29,Alice,West,Electronics,Mouse,8,745.27,5962.16
1100,2024-08-15,Fiona,South,Mobile,Monitor,16,312.82,5005.12
1101,2024-12-30,Bob,South,Accessories,Tablet,2,564.04,1128.08
1102,2024-08-03,George,South,Electronics,Smartphone,7,912.05,6384.35
1103,2024-07-02,Edward,South,Electronics,Mouse,12,451.85,5422.2
1104,2024-01-15,Fiona,North,Electronics,Mouse,7,683.29,4783.03
1105,2024-06-05,Hannah,East,Electronics,Headphones,19,468.19,8895.61
1106,2024-05-15,Edward,North,Accessories,Keyboard,14,125.74,1760.36
1107,2024-09-17,Fiona,North,Electronics,Mouse,9,63.3,569.7
1108,2024-06-05,Alice,North,Computing,Monitor,18,952.51,17145.18
1109,2024-02-16,Diana,South,Computing,Headphones,11,614.48,6759.28
1110,2024-11-19,Bob,North,Mobile,Tablet,16,108.3,1732.8
1111,2024-11-27,Charlie,East,Electronics,Charger,19,858.15,16304.85
1112,2024-06-21,Charlie,North,Computing,Charger,11,525.08,5775.88
1113,2024-05-09,Alice,West,Computing,Monitor,18,773.07,13915.26
1114,2024-04-04,Hannah,South,Computing,Monitor,11,131.12,1442.32
1115,2024-04-24,Bob,West,Accessories,Monitor,4,907.38,3629.52
1116,2024-08-30,Hannah,East,Electronics,Keyboard,18,592.58,10666.44
1117,2024-10-18,Bob,East,Accessories,Charger,19,739.57,14051.83
1118,2024-10-08,Alice,East,Accessories,Mouse,13,36.22,470.86
1119,2024-10-25,Bob,East,Computing,Laptop,4,318.73,1274.92
1120,2024-10-09,Diana,North,Computing,Monitor,10,271.11,2711.1
1121,2024-03-09,Hannah,South,Mobile,Headphones,5,949.85,4749.25
1122,2024-05-27,Alice,East,Electronics,Charger,3,189.41,568.23
1123,2024-01-11,Diana,West,Electronics,Headphones,16,708.52,11336.32
1124,2024-09-10,Bob,East,Computing,Tablet,8,47.54,380.32
1125,2024-11-25,Alice,South,Computing,Smartphone,7,201.7,1411.9
1126,2024-12-25,Bob,West,Electronics,Smartphone,19,341.9,6496.1
1127,2024-02-07,Hannah,West,Mobile,Laptop,14,795.53,11137.42
1128,2024-05-13,Alice,West,Computing,Keyboard,15,791.03,11865.45
1129,2024-07-18,Bob,North,Mobile,Mouse,17,952.84,16198.28
1130,2024-01-23,Hannah,East,Accessories,Keyboard,1,917.18,917.18
1131,2024-10-29,Diana,North,Computing,Mouse,6,86.11,516.66
1132,2024-12-11,George,West,Accessories,Monitor,15,830.72,12460.8
1133,2024-10-28,Diana,North,Computing,Charger,12,453.92,5447.04
1134,2024-12-28,Bob,North,Accessories,Mouse,2,866.56,1733.12
1135,2024-08-05,Alice,North,Computing,Charger,5,93.84,469.2
1136,2024-05-20,Charlie,East,Mobile,Laptop,9,823.66,7412.94
1137,2024-04-13,Diana,West,Mobile,Tablet,14,163.84,2293.76
1138,2024-07-28,Diana,West,Mobile,Tablet,18,337.17,6069.06
1139,2024-04-20,Hannah,East,Accessories,Smartphone,8,33.7,269.6
1140,2024-04-13,Fiona,North,Mobile,Tablet,2,128.11,256.22
1141,2024-11-11,Charlie,North,Accessories,Monitor,9,448.5,4036.5
1142,2024-06-19,Bob,South,Computing,Headphones,7,819.25,5734.75
1143,2024-12-21,George,South,Accessories,Tablet,18,774.8,13946.4
1144,2024-11-19,Alice,South,Computing,Laptop,16,239.12,3825.92
1145,2024-05-12,Fiona,East,Electronics,Monitor,5,155.93,779.65
1146,2024-10-19,Bob,West,Electronics,Tablet,15,392.32,5884.8
1147,2024-11-23,Edward,South,Electronics,Keyboard,5,883.85,4419.25
1148,2024-05-06,George,West,Accessories,Mouse,11,95.97,1055.67
1149,2024-04-15,Diana,West,Electronics,Tablet,14,545.2,7632.8
1150,2024-04-01,Edward,West,Electronics,Keyboard,19,93.36,1773.84
1151,2024-10-13,Diana,East,Electronics,Monitor,3,472.86,1418.58
1152,2024-02-20,Diana,East,Computing,Tablet,10,131.16,1311.6
1153,2024-01-29,Edward,East,Mobile,Keyboard,6,84.94,509.64
1154,2024-10-22,George,East,Accessories,Headphones,3,194.9,584.7
1155,2024-10-23,Hannah,South,Electronics,Charger,2,258.98,517.96
1156,2024-08-01,Edward,North,Computing,Smartphone,13,279.88,3638.44
1157,2024-09-23,Bob,North,Mobile,Monitor,18,647.04,11646.72
1158,2024-09-13,Fiona,North,Mobile,Keyboard,2,59.71,119.42
1159,2024-10-28,Fiona,South,Mobile,Laptop,15,85.41,1281.15
1160,2024-04-10,Edward,North,Computing,Charger,5,192.76,963.8
1161,2024-12-11,Bob,South,Electronics,Tablet,15,872.7,13090.5
1162,2024-04-19,Hannah,South,Mobile,Keyboard,17,630.46,10717.82
1163,2024-06-30,Fiona,South,Computing,Charger,2,731.72,1463.44
1164,2024-11-08,Bob,North,Computing,Mouse,18,373.51,6723.18
1165,2024-01-01,Hannah,West,Accessories,Charger,15,217.15,3257.25
1166,2024-11-14,Bob,North,Computing,Keyboard,3,42.77,128.31
1167,2024-02-24,Diana,North,Mobile,Keyboard,5,491.09,2455.45
1168,2024-05-28,Fiona,East,Mobile,Mouse,11,576.41,6340.51
1169,2024-11-04,Hannah,South,Computing,Smartphone,9,897.52,8077.68
1170,2024-05-16,Fiona,West,Mobile,Charger,5,882.68,4413.4
1171,2024-07-20,Diana,East,Computing,Mouse,1,427.56,427.56
1172,2024-11-08,Edward,West,Mobile,Mouse,14,426.46,5970.44
1173,2024-04-26,Diana,West,Accessories,Charger,5,165.32,826.6
1174,2024-06-02,Fiona,South,Electronics,Laptop,8,261.16,2089.28
1175,2024-10-17,Fiona,North,Accessories,Mouse,14,926.04,12964.56
1176,2024-03-03,George,South,Accessories,Laptop,16,145.33,2325.28
